City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
LONG ISLAND CITY,NY,11101,"C & A INVESTMENTS, INC",NY,0,4,1,0,0,1,0,0,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
DUNSEITH,ND,58329,FIRST NATL BK & TR CO OF BOTTI,ND,0,1,1,0,0,0,0,N,N,"$16,000.00 ",$0.00 ,"$16,000.00 ","$14,400.00 ",CHGOFF
EUREKA,CA,95501,U.S. BANK NATIONAL ASSOCIATION,OH,0,6,1,0,0,1,0,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",P I F
DETROIT LAKES,MN,56501,MINNESOTA BUS. FINAN CORP,MN,0,13,1,13,0,4150,0,,N,"$691,000.00 ",$0.00 ,"$691,000.00 ","$691,000.00 ",P I F
MONETT,MO,65708,FIRST INDEPENDENT BANK,MO,541810,6,1,0,0,1,0,N,Y,"$20,000.00 ",$0.00 ,"$20,000.00 ","$16,000.00 ",P I F
DELRAY BEACH,FL,33446,BANK OF AMERICA NATL ASSOC,NC,423990,1,1,0,1,0,1,Y,N,"$28,000.00 ",$0.00 ,"$28,000.00 ","$14,000.00 ",CHGOFF
Great Barrington,MA,1230,GREYLOCK FCU,MA,812111,15,2,15,0,0,2,N,N,"$155,000.00 ",$0.00 ,"$155,000.00 ","$116,250.00 ",CHGOFF
ST. PAUL,MN,55071,SUNRISE BANKS NATL ASSOC,MN,713990,1,1,2,3,75160,1,0,N,"$187,500.00 ",$0.00 ,"$187,500.00 ","$140,625.00 ",P I F
ALMA,WV,26320,"UNION BANK, INC.",WV,211111,1,1,0,0,1,2,N,N,"$25,800.00 ",$0.00 ,"$25,800.00 ","$21,930.00 ",P I F
PIMA,AZ,85543,JPMORGAN CHASE BANK NATL ASSOC,AZ,0,5,2,8800,8800,0,0,N,N,"$166,000.00 ",$0.00 ,"$166,000.00 ","$141,100.00 ",CHGOFF
PHOENIX,AZ,85032,COMPASS BANK,AZ,0,4,1,0,0,65150,0,N,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$31,500.00 ",P I F
CHICAGO,IL,60615,JPMORGAN CHASE BANK NATL ASSOC,IL,812112,1,1,2,1,0,1,Y,N,"$43,883.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",CHGOFF
TAMPA,FL,33603,SYNOVUS BANK,FL,541110,1,2,4,0,1,1,0,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$56,250.00 ",P I F
BELLEVUE,WA,98004,BANNER BANK,WA,621210,11,1,0,0,1,0,N,N,"$460,000.00 ",$0.00 ,"$460,000.00 ","$391,000.00 ",P I F
HOUSTON,TX,77092,JPMORGAN CHASE BANK NATL ASSOC,IL,561440,15,1,1,15,1,1,0,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
STOUGHTON,WI,53589,WELLS FARGO BANK NATL ASSOC,SD,812112,2,2,0,0,1,2,0,Y,"$25,000.00 ",$0.00 ,"$25,000.00 ","$21,250.00 ",P I F
PLANO,TX,75024,BANK OF AMERICA NATL ASSOC,NC,442110,3,1,0,3,1,1,T,N,"$120,000.00 ",$0.00 ,"$75,000.00 ","$37,500.00 ",CHGOFF
CEDAR CITY,UT,84720,ZIONS FIRST NATIONAL BANK,UT,444130,2,1,0,0,1,0,N,N,"$66,000.00 ",$0.00 ,"$66,000.00 ","$52,800.00 ",P I F
ONTARIO,CA,91761,WELLS FARGO BANK NATL ASSOC,SD,0,15,1,0,0,1,0,N,N,"$255,000.00 ",$0.00 ,"$255,000.00 ","$204,000.00 ",P I F
SHERMAN OAKS,CA,91401,WELLS FARGO BANK NATL ASSOC,SD,621610,4,2,4,4,1,0,0,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$42,500.00 ",P I F
FT MITCHELL,KY,41017,U.S. BANK NATIONAL ASSOCIATION,OH,561330,44,1,0,44,0,1,Y,N,"$63,926.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
LEE'S SUMMIT,MO,64086,UNION BANK,MO,0,3,1,0,3,1,0,0,N,"$63,676.00 ",$0.00 ,"$65,000.00 ","$52,000.00 ",P I F
NEW HAVEN,CT,6519,WEBSTER BANK NATL ASSOC,CT,621310,3,2,2,3,1,1,Y,N,"$51,184.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
PHELPS,NY,14537,GE CAP. SMALL BUS. FINAN CORP,TX,484110,50,1,0,50,1,1,0,N,"$1,339,000.00 ",$0.00 ,"$1,339,000.00 ","$749,973.00 ",P I F
SAVANNAH,GA,31419,THE COASTAL BANK,GA,0,3,1,0,0,1,0,N,N,"$310,000.00 ",$0.00 ,"$310,000.00 ","$248,000.00 ",P I F
BURNSVILLE,MN,55337,PEOPLES BANK OF COMMERCE,MN,561910,32,1,0,0,1,2,N,N,"$590,000.00 ",$0.00 ,"$590,000.00 ","$442,500.00 ",P I F
CANNON BEACH,OR,97110,COLUMBIA ST. BANK D/B/A BK OF,OR,0,1,2,0,0,1,0,N,N,"$408,600.00 ",$0.00 ,"$408,600.00 ","$341,590.00 ",P I F
FORT LAUDERDALE,FL,33327,BANK OF AMERICA NATL ASSOC,NC,423990,5,1,0,5,0,1,T,N,"$123,856.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
EL MONTE,CA,91731,BANK OF AMERICA NATL ASSOC,NC,624310,3,1,1,3,1,1,T,N,"$20,145.00 ",$0.00 ,"$15,000.00 ","$7,500.00 ",CHGOFF
WATERTOWN,WI,53094,BMO HARRIS BK NATL ASSOC,IL,812199,1,1,0,0,1,2,N,N,"$205,800.00 ",$0.00 ,"$230,800.00 ","$173,100.00 ",CHGOFF
ORLANDO,FL,32812,GE CAP. SMALL BUS. FINAN CORP,TX,311812,5,2,0,0,1,0,N,N,"$235,000.00 ",$0.00 ,"$235,000.00 ","$176,250.00 ",P I F
WADENA,MN,56482,WADENA STATE BANK,MN,0,1,1,0,0,1,0,N,Y,"$36,500.00 ",$0.00 ,"$36,500.00 ","$29,200.00 ",P I F
OAKLAND,NJ,7436,JPMORGAN CHASE BANK NATL ASSOC,NY,0,2,1,0,0,1,0,N,Y,"$75,000.00 ",$0.00 ,"$75,000.00 ","$60,000.00 ",P I F
SEATTLE,WA,98126,BANK OF AMERICA NATL ASSOC,NC,448310,2,2,0,0,1,1,Y,N,"$18,073.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
GRAND RAPIDS,MI,49546,THE HUNTINGTON NATIONAL BANK,OH,0,6,2,6,6,1,1,0,N,"$90,000.00 ",$0.00 ,"$90,000.00 ","$45,000.00 ",P I F
LOS ANGELES,CA,90020,HANMI BANK,CA,621210,5,1,3,5,1,1,0,N,"$300,000.00 ",$0.00 ,"$300,000.00 ","$225,000.00 ",P I F
NASHVILLE,TN,37205,U.S. BANK NATIONAL ASSOCIATION,OH,236115,3,1,0,3,0,1,Y,N,"$137,422.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
ALBUQUERQUE,NM,87105,WELLS FARGO BANK NATL ASSOC,SD,0,44,1,25,0,1,1,0,N,"$400,000.00 ",$0.00 ,"$400,000.00 ","$300,000.00 ",P I F
MIAMI LAKES,FL,33014,"CITIBANK, N.A.",FL,531210,40,1,0,40,1,1,Y,N,"$117,265.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
WEST MONROE,LA,71291,"LOUISIANA BUSINESS LOANS, INC.",LA,0,42,1,34,8,0,0,N,N,"$133,000.00 ",$0.00 ,"$134,000.00 ","$134,000.00 ",P I F
SPRINGFIELD,OH,45505,CASCADE CAPITAL CORPORATION,OH,333298,12,1,0,12,1,1,N,N,"$774,000.00 ",$0.00 ,"$774,000.00 ","$774,000.00 ",P I F
IMMOKALEE,FL,34142,BANK OF AMERICA NATL ASSOC,NC,238990,70,1,3,70,0,1,Y,N,"$57,962.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
FISHERS,IN,46038,OLD NATIONAL BANK,IN,722211,15,2,0,0,1,1,N,N,"$165,000.00 ",$0.00 ,"$165,000.00 ","$123,750.00 ",P I F
MADISON,WI,53705,MONONA STATE BANK,WI,541840,4,1,0,0,1,1,0,Y,"$126,000.00 ",$0.00 ,"$126,000.00 ","$107,100.00 ",P I F
MEDFORD,NY,11763,"READYCAP LENDING, LLC",CA,234110,19,1,19,19,1,0,0,N,"$544,500.00 ",$0.00 ,"$544,500.00 ","$408,375.00 ",P I F
WEBSTER,NY,14580,CITIZENS BANK NATL ASSOC,RI,451211,1,2,0,1,0,1,N,N,"$2,000.00 ",$0.00 ,"$2,000.00 ","$1,000.00 ",
GREEWOOD,AR,72936,FARMERS BANK,AR,451110,4,2,0,0,1,0,N,Y,"$40,000.00 ",$0.00 ,"$40,000.00 ","$36,000.00 ",P I F
ITHACA,NY,14850,MANUFACTURERS & TRADERS TR CO,NY,0,4,1,0,0,1,0,N,Y,"$70,000.00 ",$0.00 ,"$70,000.00 ","$61,600.00 ",P I F
ARLINGTON,TX,76001,BANK OF AMERICA NATL ASSOC,NC,541690,3,1,0,3,0,1,Y,N,"$12,000.00 ",$0.00 ,"$12,000.00 ","$6,000.00 ",P I F
ARROYO GRANDE,CA,93420,COASTAL BUSINESS FINANCE,CA,0,24,1,24,0,1,0,N,N,"$750,000.00 ",$0.00 ,"$750,000.00 ","$750,000.00 ",P I F
NEWBERRY,SC,29108,BANK OF AMERICA NATL ASSOC,NC,811111,2,1,0,2,0,1,Y,N,"$13,281.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",P I F
PHOENIX,AZ,85018,COMPASS BANK,AL,541310,5,1,0,2,1,1,Y,N,"$87,750.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
GARDEN,CA,90247,PACIFIC WESTERN BANK,CA,234110,20,2,0,0,1,0,N,N,"$40,000.00 ",$0.00 ,"$40,000.00 ","$32,000.00 ",P I F
PHILADELPHIA,PA,19103,"READYCAP LENDING, LLC",CA,445291,9,1,0,9,25650,1,0,N,"$721,800.00 ",$0.00 ,"$721,800.00 ","$541,350.00 ",P I F
HAMBURG,NY,14075,"READYCAP LENDING, LLC",CA,713940,25,1,0,25,34850,1,0,N,"$192,000.00 ",$0.00 ,"$192,000.00 ","$144,000.00 ",P I F
CHICAGO,IL,60620,U.S. BANK NATIONAL ASSOCIATION,IL,0,25,1,0,0,1,0,N,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$135,000.00 ",P I F
HURRICANE,UT,84737,MOUNTAIN W. SMALL BUS. FINAN,UT,0,1,2,15,1,1,0,N,N,"$469,000.00 ",$0.00 ,"$469,000.00 ","$469,000.00 ",P I F
EVELETH,MN,55734,MINNESOTA BUS. FINAN CORP,MN,722110,10,1,1,0,1,2,0,N,"$202,000.00 ",$0.00 ,"$202,000.00 ","$202,000.00 ",P I F
GRAND RAPIDS,MI,49505,JPMORGAN CHASE BANK NATL ASSOC,IL,321999,1,1,0,0,0,1,N,N,"$15,300.00 ",$0.00 ,"$15,300.00 ","$7,650.00 ",P I F
STRATFORD,NJ,8084,"PNC BANK, NATIONAL ASSOCIATION",NJ,441210,5,1,0,0,1,0,N,N,"$375,000.00 ",$0.00 ,"$375,000.00 ","$303,750.00 ",P I F
CLUTE (CORPORATE NAME FOR CLUT,TX,77531,COMMUNITY CERT. DEVEL CORP,TX,721110,8,1,8,0,1,1,0,N,"$948,000.00 ",$0.00 ,"$1,253,000.00 ","$1,253,000.00 ",P I F
MINNEAPOLIS,MN,55418,FIDELITY BANK,MN,621210,7,1,0,0,1,0,N,N,"$295,000.00 ",$0.00 ,"$295,000.00 ","$250,750.00 ",P I F
PLANTSVILLE,CT,6479,BANK OF AMERICA NATL ASSOC,NC,422460,16,1,2,18,1,1,0,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
Elkhart,IN,46514,"PNC BANK, NATIONAL ASSOCIATION",DE,236118,1,2,0,1,0,1,Y,N,"$50,594.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",CHGOFF
BUFORD,GA,30519,CAPITAL ONE NATL ASSOC,VA,233210,1,1,0,1,1,1,0,N,"$30,000.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
KERRVILLE,TX,78208,FROST BANK,TX,541219,55,1,0,55,1,2,0,N,"$750,000.00 ",$0.00 ,"$750,000.00 ","$562,500.00 ",P I F
AMHERST,NH,3031,"OCEAN BANK, A DIVISION OF",NH,621210,5,1,0,0,1,0,N,N,"$110,000.00 ",$0.00 ,"$110,000.00 ","$90,200.00 ",P I F
DUBUQUE,IA,52004,DUBUQUE BANK AND TRUST COMPANY,IA,541430,43,1,0,0,1,0,N,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$112,500.00 ",P I F
Boise,ID,83709,PANHANDLE STATE BANK,ID,238990,15,1,3,18,0,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
FULTON,MS,38843,TRUSTMARK NATIONAL BANK,MS,484121,1,2,0,0,1,2,N,N,"$60,400.00 ",$0.00 ,"$60,400.00 ","$30,200.00 ",P I F
TAMPA,FL,33618,CAPITAL ONE NATL ASSOC,VA,541110,2,1,0,2,1,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
MERRILLVILLE,IN,46410,"BUSINESS LOAN CENTER, LLC",SC,447110,1,1,1,1,1,1,0,N,"$1,500,000.00 ",$0.00 ,"$1,500,000.00 ","$999,990.00 ",P I F
HAWAIIAN GARDENS,CA,90716,BANK OF AMERICA NATL ASSOC,NC,561720,4,1,0,4,1,1,Y,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",CHGOFF
CHICAGO,IL,60601,"PNC BANK, NATIONAL ASSOCIATION",IL,453220,2,2,10,2,1,1,Y,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
YUCCA VALLEY,CA,92284,"READYCAP LENDING, LLC",CA,441110,4,1,0,0,1,2,N,N,"$205,000.00 ",$0.00 ,"$500,000.00 ","$375,000.00 ",P I F
EVERMAN,TX,76140,"FRONTIER CAPITAL GROUP, INC",TX,333512,8,1,0,0,1,0,N,N,"$190,000.00 ",$0.00 ,"$190,000.00 ","$157,700.00 ",P I F
NORTH TONAWANDA,NY,14120,MANUFACTURERS & TRADERS TR CO,NY,722110,50,2,0,0,15996,1,N,N,"$325,300.00 ",$0.00 ,"$325,300.00 ","$243,975.00 ",P I F
Lake Orion,MI,48362,"PNC BANK, NATIONAL ASSOCIATION",DE,442299,2,2,3,2,0,2,Y,N,"$89,496.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
LANCASTER,NY,14086,EVANS BANK NATL ASSOC,NY,812112,12,2,10,1,0,2,N,N,"$56,000.00 ",$0.00 ,"$56,000.00 ","$28,000.00 ",P I F
LA MIRADA,CA,92808,BBCN BANK,CA,421690,3,1,0,3,1,1,0,N,"$130,000.00 ",$0.00 ,"$550,000.00 ","$495,000.00 ",P I F
HOUSTON,TX,77095,COMERICA BANK,TX,811111,1,2,0,0,900,0,N,N,"$74,500.00 ",$0.00 ,"$74,500.00 ","$63,325.00 ",P I F
PRINCETON,IN,47670,WELLS FARGO BANK NATL ASSOC,SD,621320,3,1,0,0,1,0,0,N,"$103,000.00 ",$0.00 ,"$103,000.00 ","$77,250.00 ",P I F
MIAMI,FL,33166,FLORIDA BUS. DEVEL CORP,FL,0,7,1,5,0,1,0,N,N,"$162,000.00 ",$0.00 ,"$162,000.00 ","$162,000.00 ",P I F
SANDY,UT,84070,WELLS FARGO BANK NATL ASSOC,SD,0,3,2,0,0,38850,0,N,N,"$328,000.00 ",$0.00 ,"$328,000.00 ","$295,200.00 ",CHGOFF
Corona,CA,92879,WILSHIRE BANK,CA,532230,2,1,0,2,1,1,N,N,"$60,000.00 ",$0.00 ,"$60,000.00 ","$30,000.00 ",P I F
LAGUNA HILLS,CA,92653,CITY NATIONAL BANK,CA,445310,2,1,0,0,0,0,N,N,"$260,000.00 ",$0.00 ,"$260,000.00 ","$221,000.00 ",P I F
DUMORT,NJ,7628,BANK OF AMERICA NATL ASSOC,RI,311812,25,1,0,0,1,0,0,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$60,000.00 ",P I F
ORLANDO,FL,32817,"SPIRIT OF TEXAS BANK, SSB",TX,722211,1,2,9,1,28954,1,N,N,"$175,000.00 ",$0.00 ,"$175,000.00 ","$157,500.00 ",CHGOFF
HARRISONVILLE,MO,64701,"RURAL MISSOURI, INC.",MO,421830,19,1,7,12,1,0,N,N,"$151,000.00 ",$0.00 ,"$151,000.00 ","$151,000.00 ",P I F
RAINBOW CITY,AL,35906,BRANCH BK. & TR CO,NC,541940,8,1,0,0,1,0,N,N,"$630,000.00 ",$0.00 ,"$630,000.00 ","$472,500.00 ",P I F
SACO,ME,4072,THE BANK OF MAINE,ME,484110,74,1,0,74,1,2,0,N,"$419,000.00 ",$0.00 ,"$419,000.00 ","$314,250.00 ",P I F
ROCK HILL,SC,29732,BANK OF AMERICA NATL ASSOC,NC,561611,4,1,0,4,1,1,Y,N,"$29,000.00 ",$0.00 ,"$29,000.00 ","$14,500.00 ",P I F
PEORIA,AZ,85345,JPMORGAN CHASE BANK NATL ASSOC,IL,453998,3,1,1,2,1,0,0,N,"$92,000.00 ",$0.00 ,"$92,000.00 ","$78,200.00 ",P I F
CHANTILLY,VA,20152,"READYCAP LENDING, LLC",CA,561730,30,1,5,25,1,1,0,N,"$432,000.00 ",$0.00 ,"$432,000.00 ","$324,000.00 ",P I F
LITTLE ROCK,AR,72206,SIMMONS FIRST NATIONAL BANK,AR,541810,4,2,0,0,1,1,0,Y,"$75,000.00 ",$0.00 ,"$75,000.00 ","$63,750.00 ",CHGOFF
DURAND,MI,48429,JPMORGAN CHASE BANK NATL ASSOC,IL,812111,1,1,0,1,1,0,0,N,"$52,800.00 ",$0.00 ,"$52,800.00 ","$44,880.00 ",P I F
MC COOK,NE,69001,WELLS FARGO BANK NATL ASSOC,NE,621210,3,2,0,0,1,0,N,Y,"$68,000.00 ",$0.00 ,"$68,000.00 ","$54,400.00 ",P I F
WAVES,NC,27982,SOUTHERN BK & TR CO,VA,445299,4,1,0,4,1,2,0,N,"$70,000.00 ",$0.00 ,"$70,000.00 ","$35,000.00 ",P I F
YUMA,AZ,85364,JPMORGAN CHASE BANK NATL ASSOC,IL,453210,2,1,0,2,1,1,0,N,"$11,800.00 ",$0.00 ,"$11,800.00 ","$5,900.00 ",P I F
IOWA CITY,IA,52240,MIDWESTONE BANK,IA,445310,6,2,0,6,0,1,N,N,"$62,000.00 ",$0.00 ,"$62,000.00 ","$31,000.00 ",P I F
MOSINEE,WI,54455,JPMORGAN CHASE BANK NATL ASSOC,IL,624410,1,2,0,0,1,0,N,N,"$239,000.00 ",$0.00 ,"$239,000.00 ","$203,150.00 ",P I F
BLACKSHEAR,GA,31516,"SUPERIOR FINANCIAL GROUP, LLC",CA,812910,1,2,2,1,0,2,N,N,"$7,500.00 ",$0.00 ,"$7,500.00 ","$6,750.00 ",CHGOFF
BERTRAM,TX,78605,CAPITAL ONE NATL ASSOC,VA,444220,1,1,1,1,0,1,Y,N,"$15,299.00 ",$0.00 ,"$15,000.00 ","$7,500.00 ",P I F
LOWELL,MA,1854,ENTERPRISE BK & TR CO,MA,444120,11,1,1,11,0,1,N,N,"$60,000.00 ",$0.00 ,"$60,000.00 ","$30,000.00 ",P I F
CENTRAL POINT,OR,97502,JPMORGAN CHASE BANK NATL ASSOC,IL,238220,1,1,0,1,1,2,Y,N,"$83,190.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
GARDEN CITY,KS,67846,"GREAT PLAINS DEVELOPMENT, INC.",KS,0,60,1,0,60,1,0,N,N,"$538,000.00 ",$0.00 ,"$538,000.00 ","$538,000.00 ",P I F
NIXA,MO,65714,COMMERCE BANK,MO,0,9,1,0,0,0,0,N,N,"$69,000.00 ",$0.00 ,"$69,000.00 ","$57,270.00 ",P I F
KANSAS CITY,KS,66118,BANK OF AMERICA NATL ASSOC,NC,235310,8,1,0,0,1,0,0,N,"$30,000.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
KENNEBUNK (CENSUS NAME FOR KEN,ME,4043,KENNEBUNK SAVINGS BANK,ME,445120,20,1,0,20,1,1,Y,N,"$53,575.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
PITTSBURG,KS,66762,"BUSINESS LOAN CENTER, LLC",SC,721110,5,1,2,5,1,1,0,N,"$1,169,000.00 ",$0.00 ,"$1,169,000.00 ","$876,750.00 ",P I F
OREGON CITY,OR,97045,BANK OF AMERICA NATL ASSOC,NC,624120,3,1,0,3,1,1,Y,N,"$23,822.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",CHGOFF
WASHINGTON CITY,UT,84780,U.S. BANK NATIONAL ASSOCIATION,OH,0,8,1,0,0,1,0,N,N,"$165,000.00 ",$0.00 ,"$165,000.00 ","$123,750.00 ",P I F
NEW ORLEANS,LA,70177,NEW ORLEANS REGIONAL BUS. DEVE,LA,314911,55,1,55,0,1,0,N,N,"$718,000.00 ",$0.00 ,"$718,000.00 ","$718,000.00 ",P I F
NORFOLK,VA,23508,FULTON BANK NATL ASSOC,PA,811111,5,2,2,5,1,2,0,N,"$110,000.00 ",$0.00 ,"$110,000.00 ","$93,500.00 ",P I F
Sacramento,CA,95834,UMPQUA BANK,OR,722110,1,2,15,1,0,1,N,N,"$404,000.00 ",$0.00 ,"$404,000.00 ","$303,000.00 ",CHGOFF
OAK CREEK,WI,53154,BMO HARRIS BK NATL ASSOC,IL,541330,3,1,4,0,1,1,0,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$63,750.00 ",P I F
QUEENS VILLAGE,NY,11428,CARVER FEDERAL SAVINGS BANK,NY,0,6,2,0,0,1,1,0,Y,"$150,000.00 ",$0.00 ,"$150,000.00 ","$112,500.00 ",P I F
LOS ANGELES,CA,90006,CATHAY BANK,CA,0,15,1,0,0,1,0,N,N,"$125,000.00 ",$0.00 ,"$125,000.00 ","$93,750.00 ",P I F
HIALEAH,FL,33016,BANK OF AMERICA NATL ASSOC,NC,423990,4,1,0,4,0,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
Passaic,NJ,7075,BANK OF AMERICA NATL ASSOC,NC,445120,1,2,1,1,1,1,Y,N,"$31,245.00 ",$0.00 ,"$15,500.00 ","$7,750.00 ",P I F
CARYVILLE,FL,32427,CITY BANK OF HARTFORD,AL,0,2,1,0,0,1,0,N,N,"$39,400.00 ",$0.00 ,"$39,400.00 ","$35,460.00 ",P I F
PORTSMOUTH,NH,3801,"TD BANK, NATIONAL ASSOCIATION",NH,0,4,1,0,0,1,0,Y,N,"$500,000.00 ",$0.00 ,"$500,000.00 ","$450,000.00 ",P I F
SHEPHERDSVILLE,KY,40165,CAPITAL ACCESS CORP - KENTUCKY,KY,722211,1,1,60,40,74305,2,0,N,"$275,000.00 ",$0.00 ,"$275,000.00 ","$275,000.00 ",P I F
LOS GATOS,CA,95030,WELLS FARGO BANK NATL ASSOC,SD,0,8,1,0,0,1,0,N,0,"$85,000.00 ",$0.00 ,"$85,000.00 ","$59,500.00 ",P I F
GUILFORD,CT,6437,THE GUILFORD SAVINGS BANK,CT,0,2,1,0,0,1,0,N,Y,"$60,000.00 ",$0.00 ,"$60,000.00 ","$48,000.00 ",P I F
PEORIA,AZ,85381,JPMORGAN CHASE BANK NATL ASSOC,IL,541618,1,2,0,1,0,1,Y,N,"$111,137.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
COLUMBUS,OH,43232,JPMORGAN CHASE BANK NATL ASSOC,IL,0,50,1,0,0,1,0,0,N,"$33,000.00 ",$0.00 ,"$33,000.00 ","$16,500.00 ",P I F
Micro,NC,27555,BRANCH BK. & TR CO,NC,484110,1,1,0,1,0,2,N,N,"$30,000.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
Flasher,ND,58535,CAPITAL CU,ND,112111,2,1,0,2,0,2,Y,N,"$351,526.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
MORRISTOWN,MN,55052,LAKE COUNTRY COMMUNITY BANK,MN,0,37,1,0,0,1,0,N,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",P I F
BURLINGTON,IA,52601,STEARNS BK NATL ASSOC,MN,722211,1,2,0,10,68020,1,0,N,"$120,000.00 ",$0.00 ,"$120,000.00 ","$102,000.00 ",P I F
TOCCOA,GA,30577,SOUTH STATE BANK,GA,0,4,1,0,0,0,0,N,N,"$405,000.00 ",$0.00 ,"$405,000.00 ","$364,500.00 ",CHGOFF
JOSHUA,TX,76058,WELLS FARGO BANK NATL ASSOC,SD,326291,40,1,0,0,1,0,N,N,"$172,000.00 ",$0.00 ,"$172,000.00 ","$120,400.00 ",P I F
PENSACOLA,FL,32503,CHARTERBANK,FL,442299,1,2,0,0,1,1,N,N,"$80,000.00 ",$0.00 ,"$80,000.00 ","$68,000.00 ",P I F
EL MONTE,CA,91731,"CITIBANK, N.A.",SD,235420,50,1,0,0,1,0,N,N,"$294,000.00 ",$0.00 ,"$294,000.00 ","$235,200.00 ",P I F
SAN SABA,TX,72877,TEXAS BANK,TX,422590,12,1,0,0,1,0,N,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",P I F
MARLBORO,NJ,7746,BANK OF AMERICA NATL ASSOC,RI,541612,5,1,2,5,1,1,Y,N,"$275,103.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
NORTHRIDGE,CA,91325,WELLS FARGO BANK NATL ASSOC,SD,541940,11,1,0,0,1,0,N,N,"$630,000.00 ",$0.00 ,"$630,000.00 ","$504,000.00 ",P I F
CITY OF INDUSTRY (INDUSTRY),CA,91746,BANK OF AMERICA NATL ASSOC,NC,813910,5,1,0,5,1,1,Y,N,"$92,439.00 ",$0.00 ,"$75,000.00 ","$37,500.00 ",P I F
KEIZER,OR,97303,BANK OF AMERICA NATL ASSOC,NC,541940,4,1,0,0,1,0,N,N,"$70,000.00 ",$0.00 ,"$70,000.00 ","$63,000.00 ",P I F
INGLEWOOD,CA,90301,INDEPENDENCE BANK,RI,722211,5,2,13,5,68020,1,0,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$75,000.00 ",CHGOFF
SIMI VALLEY,CA,93065,BANK OF AMERICA NATL ASSOC,NC,441310,1,1,0,1,0,1,T,N,"$18,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",CHGOFF
SOUTH JORDAN,UT,84095,MOUNTAIN AMERICA FCU,UT,621210,4,1,1,4,1,1,Y,N,"$80,000.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
KNOXVILLE,IA,50138,IOWA STATE SAVINGS BANK,IA,0,8,1,0,0,1,0,N,N,"$115,000.00 ",$0.00 ,"$115,000.00 ","$103,500.00 ",P I F
SHENANDOAH,TX,77385,AMER BUS. LENDING INC.,TX,442110,3,2,0,0,9700,1,N,N,"$324,000.00 ",$0.00 ,"$324,000.00 ","$243,000.00 ",CHGOFF
MANCHESTER,VT,5254,MERCHANTS BANK,VT,0,6,0,8800,8800,0,0,N,N,"$87,500.00 ",$0.00 ,"$87,500.00 ","$65,625.00 ",CHGOFF
CORPUS CHRISTI,TX,78411,AMER BANK NATL ASSOC,TX,722211,27,1,0,27,1,1,0,N,"$72,200.00 ",$0.00 ,"$72,200.00 ","$36,100.00 ",P I F
